Employee ID,Date of Joining,Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score
fffe3500300031003500,2008-09-27,Male,Service,No,43,10,3,3,7,6.5,0.6
fffe32003900310032003400,2008-12-20,Male,Service,No,38,4,1,4,6,6.4,0.63
fffe31003800340030003900,2008-05-04,Female,Product,No,28,2,2,3,7,7.7,0.6
fffe31003400350037003700,2008-06-19,Female,Service,Yes,30,17,6,2,5,4.6,0.4
fffe3900370037003900,2008-08-15,Male,Product,No,61,6,5,4,6,7.4,0.62
fffe31003700370031003400,2008-01-15,Male,Service,No,61,17,10,4,7,5.4,0.5
fffe3100340037003400,2008-03-13,Male,Service,No,27,17,3,4,7,10,0.9
fffe3900370031003300,2008-12-02,Female,Service,Yes,34,16,9,2,5,7.1,0.48
fffe3400360033003600,2008-03-26,Female,Service,No,58,15,3,3,5,5.8,0.43
fffe32003600390038003800,2008-04-15,Female,Service,Yes,60,9,2,2,3,4,0.34
fffe31003000350035003700,2008-07-29,Female,Product,No,38,18,6,2,5,6.5,0.53
fffe32003100360033003200,2008-02-09,Female,Service,No,24,5,8,5,8,8.6,0.89
fffe33003100300031003800,2008-08-24,Male,Service,Yes,59,1,3,2,4,3.4,0.23
fffe31003300300034003400,2008-11-30,Male,Product,No,65,15,0,2,3,3.3,0.21
fffe3300320030003700,2008-09-04,Female,Service,No,37,3,2,2,3,3.6,0.25
fffe32003700300039003400,2008-12-27,Female,Service,Yes,23,12,2,3,4,5.3,0.47
fffe31003200360030003600,2008-07-12,Male,Service,No,22,12,11,3,6,6.5,0.56
fffe31003900300037003800,2008-07-02,Female,Product,No,26,17,2,3,6,,0.55
fffe31003600370031003500,2008-04-19,Male,Service,No,56,20,8,0,1,3.5,0.13
fffe33003200320033003300,2008-03-07,Female,Product,Yes,53,4,11,3,5,6.4,0.4
fffe3100330032003500,2008-11-21,Male,Service,Yes,41,7,7,0,1,3.8,
fffe3900370039003300,2008-09-30,Female,Service,Yes,47,5,2,3,4,3.8,
fffe31003400370030003200,2008-06-15,Female,Product,No,28,1,4,3,7,7.6,0.76
fffe3900380033003300,2008-01-04,Female,Service,No,45,6,9,5,9,9.4,0.8
fffe32003600350030003500,2008-06-18,Female,Service,Yes,63,2,2,1,3,6.2,0.42
fffe3500350032003500,2008-05-29,Male,Product,No,48,10,6,3,6,8.1,0.68
fffe33003400390030003600,2008-09-21,Female,Service,No,45,16,0,4,7,7.4,0.59
fffe31003500380036003600,2008-02-07,Female,Service,No,38,8,7,2,6,9,0.76
fffe3600380031003400,2008-06-29,Female,Service,No,54,13,5,2,4,5.6,0.34
fffe3800370039003800,2008-12-31,Female,Service,No,45,8,9,3,5,7.2,0.54
fffe3100300036003500,2008-01-31,Male,Service,Yes,57,19,6,2,5,4.8,0.31
fffe32003500310038003700,2008-03-19,Male,Service,No,54,14,11,2,5,7.7,0.57
fffe3400350038003800,2008-06-06,Female,Service,Yes,48,15,12,3,7,,0.76
fffe3300390036003600,2008-04-14,Male,Service,No,64,11,8,2,5,,0.78
fffe31003200310033003400,2008-11-24,Female,Service,No,51,19,6,2,3,3.6,0.29
fffe31003400330035003600,2008-11-08,Male,Service,No,44,20,7,3,7,7.1,0.51
fffe31003000360039003400,2008-05-23,Female,Service,No,25,20,9,5,,,1
fffe3400310032003000,2008-08-03,Male,Service,No,22,17,11,2,4,6.1,0.51
fffe3100350036003200,2008-01-18,Male,Service,No,64,17,1,2,6,7.4,0.56
fffe32003300380034003500,2008-04-14,Male,Service,Yes,59,1,12,0,1,1.6,0.13
fffe3800310032003500,2008-07-31,Male,Product,Yes,31,14,4,2,3,4,0.27
fffe33003000370032003500,2008-01-14,Male,Service,No,30,1,1,3,7,6.1,0.58
fffe3100350035003500,2008-10-10,Male,Product,No,23,18,5,2,6,6.3,0.6
fffe31003100390034003500,2008-05-18,Male,Service,No,59,10,8,2,5,5.9,0.55
fffe31003300320038003200,2008-09-22,Male,Product,Yes,49,7,10,2,3,3.1,0.19
fffe31003200350032003900,2008-11-11,Male,Service,Yes,22,5,7,2,5,6,0.45
fffe3800340030003600,2008-10-28,Female,Product,Yes,21,11,1,3,,8.6,0.68
fffe32003900310039003700,2008-01-16,Female,Service,No,37,7,6,3,7,7,0.64
fffe3600390031003000,2008-07-09,Female,Service,Yes,50,7,0,4,9,9,0.74
fffe33003200380038003300,2008-12-27,Male,Service,Yes,26,18,5,3,5,6.7,0.46
fffe33003300380032003300,2008-01-24,Male,Service,No,24,12,11,3,5,6.3,0.51
fffe3200350033003700,2008-12-22,Male,Product,No,29,1,1,1,2,2.8,0.08
fffe3800330039003800,2008-04-02,Male,Product,No,59,4,0,3,5,,0.51
fffe31003000330039003500,2008-07-21,Male,Service,Yes,29,1,4,2,3,5.3,0.43
fffe3900330031003400,2008-05-26,Male,Product,Yes,52,16,6,2,3,2.4,0.18
fffe31003800350034003100,2008-08-11,Female,Service,Yes,33,16,8,3,5,6.9,0.69
fffe33003400340032003500,2008-11-30,Female,Product,Yes,53,20,11,3,5,6.6,0.48
fffe31003900,2008-07-30,Female,Service,Yes,49,18,5,1,3,4.4,0.36
fffe32003800390030003000,2008-08-28,Female,Service,Yes,21,6,4,1,3,5.4,0.47
fffe3400370036003800,2008-06-14,Female,Product,No,57,13,12,3,7,7.6,
fffe32003900300037003700,2008-05-19,Male,Service,No,35,7,0,1,1,1.2,0.06
fffe3100330037003500,2008-08-17,Female,Service,No,63,3,6,3,5,8.2,0.66
fffe3100380035003000,2008-06-16,Female,Service,Yes,65,6,4,3,,6.9,0.49
fffe320039003900,2008-04-20,Female,Service,Yes,58,7,3,1,1,3.5,0.29
fffe32003400330030003500,2008-11-23,Female,Service,Yes,65,15,7,3,4,6,0.48
fffe32003000360033003500,2008-02-23,Male,Product,Yes,51,20,3,3,6,5.6,0.42
fffe32003400380038003300,2008-07-22,Female,Service,Yes,65,1,2,3,5,5.6,0.33
fffe3600360030003700,2008-06-21,Male,Product,Yes,40,15,2,3,6,5,0.33
fffe3900300035003700,2008-09-06,Male,Service,No,47,2,4,3,7,7.2,0.64
fffe3300370033003400,2008-11-22,Female,Product,No,57,15,9,4,9,8.8,0.72
fffe32003000320034003100,2008-03-02,Female,Service,Yes,41,16,5,4,6,,
fffe3700370033003400,2008-10-21,Female,Service,No,29,19,5,4,8,6.5,
fffe32003600380036003200,2008-06-24,Female,Product,Yes,64,12,0,2,5,4.7,0.39
fffe33003100390037003000,2008-12-25,Female,Service,No,21,5,11,1,3,6.7,0.45
fffe32003100360032003600,2008-02-25,Female,Service,No,62,1,2,1,3,,
fffe33003100370037003800,2008-04-12,Female,Product,No,28,17,10,2,5,7.3,0.63
fffe33003000330037003700,2008-11-20,Female,Service,Yes,31,8,9,3,4,5.8,0.45
fffe32003500300036003600,2008-01-03,Male,Service,No,50,18,1,5,8,8.4,0.72
fffe31003300340034003900,2008-06-23,Male,Product,No,32,18,6,3,8,8.9,0.71
fffe3400360032003500,2008-11-15,Male,Product,Yes,56,4,11,2,5,4.1,0.35
fffe32003000330030003800,2008-09-22,Female,Service,Yes,35,20,1,2,4,5.3,0.43
fffe31003600350037003100,2008-05-16,Male,Product,No,30,14,11,3,8,7.3,0.71
fffe32003500340030003700,2008-06-04,Male,Service,Yes,48,10,11,1,2,4.4,0.24
fffe32003700320034003400,2008-05-15,Male,Service,Yes,51,13,5,4,7,6.2,0.57
fffe32003300360034003900,2008-07-24,Female,Service,Yes,53,19,4,4,7,7.8,0.65
fffe32003800350031003900,2008-01-31,Female,Product,Yes,59,20,4,2,2,4.3,0.2
fffe32003700350037003700,2008-02-29,Female,Product,Yes,40,8,2,3,6,6.8,0.47
fffe33003100340030003400,2008-08-15,Female,Service,No,36,17,12,3,5,7,0.47
fffe3400330038003000,2008-12-02,Female,Product,No,29,7,2,2,4,6.7,0.57
fffe31003100330036003500,2008-11-01,Male,Service,No,45,12,1,4,9,8.3,0.78
fffe32003500320037003200,2008-05-07,Female,Service,Yes,61,13,1,3,4,7.1,0.49
fffe31003000380036003700,2008-09-09,Female,Service,No,55,20,9,2,6,,0.72
fffe32003600330032003100,2008-11-27,Male,Service,No,43,3,11,3,6,6,0.43
fffe31003600360036003800,2008-01-06,Female,Service,No,56,1,12,4,8,7.8,0.59
fffe31003700310038003500,2008-03-24,Female,Service,Yes,53,6,2,1,4,5,0.46
fffe32003500320031003900,2008-09-13,Female,Service,Yes,52,6,2,1,3,5.7,0.42
fffe3800320037003200,2008-09-17,Female,Service,No,32,2,11,2,4,5.1,0.33
fffe3100350036003100,2008-05-20,Female,Product,Yes,32,11,3,1,,3.9,0.25
fffe33003200330037003500,2008-02-07,Female,Product,Yes,39,10,1,3,5,5.8,0.39
fffe32003300340039003500,2008-02-20,Male,Service,No,57,20,12,3,6,6.9,0.55
fffe31003000380038003800,2008-09-10,Male,Service,Yes,37,6,5,3,7,7.5,0.54
fffe32003400330037003900,2008-06-24,Female,Service,Yes,45,20,11,2,3,4.3,0.24
fffe3200360031003600,2008-11-09,Male,Service,Yes,23,3,7,3,5,6.4,0.5
fffe31003400370036003500,2008-03-03,Female,Service,No,62,15,7,3,5,6.1,0.48
fffe3700340033003200,2008-07-21,Male,Product,No,55,2,8,3,7,,0.52
fffe31003500390031003700,2008-03-19,Female,Service,No,58,19,12,4,7,9,0.81
fffe31003900360039003400,2008-12-30,Female,Service,No,32,15,2,4,6,7.3,0.61
fffe31003000330031003700,2008-08-13,Female,Service,No,54,8,8,2,5,8.1,0.65
fffe33003100310031003000,2008-07-06,Male,Product,Yes,27,10,7,1,4,6.5,0.49
fffe3800320031003900,2008-10-11,Female,Service,Yes,22,5,7,2,2,4.4,
fffe32003400340035003800,2008-09-09,Female,Service,No,28,4,5,3,7,6.3,0.52
fffe32003500310035003000,2008-12-03,Female,Service,No,37,17,1,0,1,2.1,0.07
fffe31003100320033003500,2008-05-07,Female,Service,Yes,55,1,3,0,2,2.8,0.22
fffe3100390039003600,2008-09-06,Female,Service,Yes,61,12,7,1,2,4.1,0.19
fffe3800370039003500,2008-03-03,Female,Service,Yes,52,6,10,2,3,,0.35
fffe32003300380032003600,2008-02-17,Male,Product,No,65,10,8,2,4,4.2,0.35
fffe390039003700,2008-03-21,Female,Service,Yes,42,4,5,1,,4.2,0.31
fffe33003300310038003100,2008-09-07,Female,Service,No,60,9,3,5,9,9,0.83
fffe31003300330033003400,2008-06-12,Male,Service,Yes,57,14,8,4,7,7.2,0.51
fffe32003300380038003300,2008-09-04,Female,Service,No,56,6,12,2,3,6.2,0.43
fffe31003700390036003600,2008-12-25,Male,Service,Yes,30,19,12,2,5,6.5,0.48
fffe32003500310037003400,2008-12-01,Female,Service,Yes,62,10,7,3,5,5.9,0.49
fffe3700320034003600,2008-05-13,Female,Product,No,54,2,0,3,,,0.56
fffe3600360037003300,2008-06-07,Female,Service,No,27,12,3,2,5,7.2,0.67
fffe3100360034003500,2008-08-09,Female,Product,No,39,15,9,2,5,6.5,0.51
fffe32003200320031003300,2008-12-22,Male,Product,Yes,59,20,3,1,3,,0.57
fffe31003200330030003100,2008-09-08,Male,Product,No,21,20,2,1,5,6.4,0.51
fffe33003400370036003900,2008-07-14,Female,Product,No,30,8,11,2,4,6.3,0.61
fffe33003200310037003700,2008-08-31,Female,Product,No,43,4,1,2,6,7.8,0.61
fffe33003400380032003900,2008-07-19,Female,Service,No,54,3,6,4,8,8.7,0.75
fffe3200390036003300,2008-04-20,Female,Service,No,32,20,12,3,6,,
fffe32003700350035003100,2008-08-22,Female,Service,Yes,58,10,3,3,7,7.2,0.52
fffe32003400320030003100,2008-01-09,Male,Product,Yes,39,7,11,3,8,8.6,0.83
fffe31003200310037003400,2008-05-10,Female,Service,Yes,27,10,7,1,2,3.1,0.26
fffe3600300030003800,2008-01-11,Male,Service,Yes,29,4,11,2,4,,0.17
fffe3400360034003200,2008-01-15,Female,Service,Yes,39,9,12,2,2,1,0.06
fffe32003400380033003500,2008-08-20,Male,Service,No,55,5,12,4,8,8,0.72
fffe32003600350037003900,2008-06-13,Male,Service,No,30,13,4,3,6,6.1,0.41
fffe33003000370035003000,2008-01-03,Female,Service,Yes,22,11,4,3,5,5.3,0.47
fffe32003200350030003500,2008-08-02,Male,Service,No,31,17,2,4,6,7.2,0.67
fffe32003500380030003600,2008-05-01,Female,Service,No,55,9,4,2,7,7.9,0.72
fffe3900350037003100,2008-03-02,Male,Service,No,43,16,9,1,3,6.3,0.54
fffe33003000320032003500,2008-09-13,Male,Service,No,52,2,3,3,5,7.7,0.63
fffe3600370030003600,2008-10-16,Male,Service,Yes,31,7,12,3,,6.5,0.63
fffe33003100370033003900,2008-06-23,Female,Service,No,60,7,2,2,4,5.8,0.49
fffe33003000370031003400,2008-01-11,Female,Product,No,22,18,2,3,6,7.3,0.5
fffe31003100300032003900,2008-08-28,Male,Service,No,50,9,10,2,,6.9,
fffe33003100390036003800,2008-05-28,Female,Product,No,36,13,11,3,5,6.2,0.53
fffe3900380032003400,2008-10-01,Male,Product,Yes,55,6,0,3,7,8.9,0.73
fffe32003000320030003800,2008-01-19,Female,Service,No,22,5,5,2,4,7.6,0.62
fffe32003700370032003800,2008-06-06,Female,Product,No,61,13,9,4,6,7.4,0.57
fffe31003200330035003700,2008-10-19,Female,Product,No,45,10,0,3,7,8,0.7
fffe31003400340037003100,2008-03-06,Male,Product,No,46,20,8,1,,7.5,0.53
fffe32003400340033003300,2008-08-25,Female,Service,Yes,29,10,0,4,7,6.8,0.69
fffe33003200340035003200,2008-07-07,Female,Service,Yes,42,1,1,3,4,5.9,0.4
fffe33003400380033003300,2008-03-01,Male,Service,No,46,13,8,2,4,6.4,0.63
fffe32003000340030003900,2008-11-20,Female,Service,Yes,48,15,1,1,4,4.3,0.35
fffe33003300390035003400,2008-10-03,Male,Service,Yes,23,2,6,2,5,5.3,0.43
fffe31003500390032003400,2008-02-07,Female,Service,Yes,40,4,5,4,8,8.9,0.84
fffe31003900310031003600,2008-08-03,Female,Product,No,44,2,5,1,3,,0.26
fffe33003300380034003600,2008-05-15,Male,Service,Yes,55,16,1,1,1,3.4,0.25
fffe3100380034003100,2008-06-18,Male,Service,No,21,10,4,2,4,5.7,0.35
fffe3500390039003800,2008-07-05,Female,Service,No,55,7,11,3,,,0.5
fffe31003200380034003900,2008-02-25,Male,Service,No,42,2,2,1,1,2.1,0.17
fffe33003000310035003400,2008-10-07,Male,Service,No,46,14,9,1,4,5.2,0.42
fffe3700310033003600,2008-12-03,Female,Service,Yes,55,9,7,2,4,6.6,0.44
fffe32003500300039003200,2008-12-02,Female,Service,Yes,40,8,2,1,3,5.5,0.39
fffe31003400370035003700,2008-08-28,Male,Product,Yes,43,10,1,1,2,3.4,0.16
fffe32003500350039003600,2008-08-21,Male,Product,No,30,14,8,2,5,5.4,0.33
fffe32003800340033003500,2008-11-19,Female,Service,No,36,19,1,3,5,6.3,0.59
fffe32003300320036003300,2008-06-06,Female,Service,No,62,5,9,4,6,7.4,0.66
fffe31003100390038003300,2008-07-24,Male,Product,Yes,48,10,12,2,5,6.4,0.48
fffe3200310036003100,2008-07-31,Female,Service,Yes,31,11,8,1,1,0.6,
fffe31003300330030003600,2008-07-10,Female,Product,Yes,41,6,9,3,6,4.8,0.43
fffe3900320033003700,2008-08-15,Male,Product,Yes,48,1,10,2,4,4.7,0.4
fffe320031003500,2008-02-19,Female,Service,No,55,11,9,3,7,,0.68
fffe32003100310038003100,2008-07-03,Female,Service,No,63,2,1,2,4,3.6,0.22
fffe33003000340038003300,2008-08-01,Male,Service,Yes,28,7,3,3,7,6.9,0.62
fffe3200360034003800,2008-03-08,Male,Product,No,48,20,5,1,1,,
fffe33003100330039003000,2008-03-08,Female,Product,Yes,63,13,4,1,3,5.5,0.31
fffe3300360035003900,2008-07-16,Male,Service,Yes,56,6,7,3,5,5.9,0.42
fffe32003800330038003100,2008-08-03,Female,Product,Yes,61,7,5,1,2,3.2,0.25
fffe3900340036003700,2008-11-09,Female,Service,No,56,12,10,1,2,5.4,0.37
fffe33003000320032003800,2008-04-22,Male,Product,Yes,34,15,5,2,3,5.3,0.47
fffe31003400310032003100,2008-05-04,Male,Product,No,57,11,6,2,,4.4,0.26
fffe31003500340039003900,2008-11-30,Female,Service,No,21,20,9,2,4,,0.6
fffe360036003400,2008-11-24,Female,Product,Yes,44,6,10,1,3,4.6,0.37
fffe31003300330039003000,2008-03-11,Male,Service,No,47,20,2,3,5,6.4,0.45
fffe32003400310030003200,2008-09-01,Male,Product,No,59,7,4,3,6,6.6,0.61
fffe31003200340032003300,2008-02-20,Female,Service,No,50,17,1,3,6,,0.55
fffe33003400310034003900,2008-10-04,Female,Service,No,62,14,1,1,3,5.3,0.3
fffe3800380032003900,2008-09-03,Female,Product,Yes,25,19,1,1,4,4.6,
fffe33003000330036003100,2008-10-15,Female,Service,Yes,24,6,0,5,10,8.5,0.74
fffe31003600340036003600,2008-01-31,Male,Service,No,35,10,1,3,6,6.6,0.56
fffe3100380039003500,2008-02-28,Female,Service,No,21,3,12,2,3,5.8,0.41
fffe3800310035003400,2008-04-07,Female,Service,Yes,63,10,1,2,3,,
fffe32003200300035003300,2008-01-06,Female,Product,No,51,19,2,3,5,5.3,0.43
fffe31003500330037003100,2008-05-08,Male,Product,No,65,2,5,2,,,
fffe33003100330032003900,2008-08-18,Female,Service,Yes,44,17,8,2,2,2.2,0.15
fffe3100350038003100,2008-08-23,Female,Service,No,27,19,0,2,5,7.4,0.55
fffe32003300340036003600,2008-07-29,Male,Product,No,37,4,11,2,5,7.3,0.53
fffe31003900320034003500,2008-08-19,Male,Product,Yes,22,20,5,0,1,0,
fffe320039003300,2008-09-13,Female,Service,Yes,45,19,4,3,6,7.4,0.61
fffe3700340038003700,2008-08-05,Female,Service,No,39,14,0,2,5,7.3,0.65
fffe3300370033003500,2008-07-09,Female,Service,Yes,46,17,12,4,7,,0.69
fffe31003700320039003300,2008-02-24,Male,Service,Yes,44,11,1,2,2,2.8,0.18
fffe3400390033003500,2008-06-27,Female,Product,Yes,56,1,8,1,1,4.3,0.23
fffe32003200340036003700,2008-08-07,Female,Service,No,56,7,9,2,,2.7,
fffe32003900360031003100,2008-10-03,Male,Service,Yes,22,2,3,3,7,6.9,0.62
fffe32003200390039003700,2008-12-24,Female,Service,No,33,18,6,4,7,9.9,0.86
fffe3200380037003300,2008-03-06,Male,Service,Yes,54,18,9,2,3,6.2,0.45
fffe340038003100,2008-07-13,Female,Service,No,45,5,7,4,7,7.5,0.56
fffe31003400330037003300,2008-03-13,Male,Service,Yes,25,13,8,1,1,1.3,
fffe32003200350035003300,2008-12-22,Female,Service,No,64,10,9,4,6,7.4,0.52
fffe3200370037003900,2008-03-21,Male,Service,No,59,5,8,4,7,9.3,0.78
fffe31003900350032003200,2008-10-18,Male,Service,No,61,19,9,1,1,3.2,0.21
fffe32003500340039003800,2008-11-04,Female,Product,Yes,57,9,4,3,6,5.3,0.45
fffe32003400300038003000,2008-11-27,Male,Product,Yes,40,5,0,4,9,9.7,0.99
fffe3700320036003000,2008-03-24,Male,Service,Yes,34,7,4,1,3,5.1,0.43
fffe31003900390033003100,2008-01-19,Female,Product,No,21,13,10,4,6,6.8,0.68
fffe3200360036003100,2008-01-29,Female,Service,Yes,56,7,2,1,2,5.4,0.47
fffe3900380034003800,2008-12-04,Female,Service,Yes,39,6,9,1,4,5.3,0.4
fffe32003100360039003000,2008-08-03,Male,Service,No,46,20,12,4,9,9.2,1
fffe33003400340034003300,2008-10-16,Male,Service,Yes,51,10,0,2,3,4.7,0.26
fffe32003900370031003300,2008-02-21,Female,Product,Yes,55,19,7,3,4,5.1,0.37
fffe3200390036003100,2008-07-14,Male,Service,No,53,3,12,3,6,7.4,0.73
fffe31003500330030003700,2008-12-09,Female,Product,Yes,31,5,0,3,5,4.1,0.3
fffe32003900310030003700,2008-01-02,Female,Product,Yes,52,4,5,2,4,4.7,0.33
fffe3200350039003300,2008-06-23,Female,Product,Yes,42,6,0,2,4,3.6,0.31
fffe33003200380038003500,2008-09-16,Male,Service,No,58,5,4,2,4,5.8,0.34
fffe32003000380035003800,2008-12-19,Female,Product,No,57,9,1,3,,7.4,0.58
fffe32003500300038003300,2008-09-12,Male,Product,Yes,56,9,2,2,3,5.8,0.36
fffe31003800340034003100,2008-07-29,Male,Product,Yes,53,4,0,2,3,5.9,0.49
fffe31003000370034003200,2008-11-17,Female,Service,Yes,29,8,12,3,7,7.7,0.7
fffe3500370035003500,2008-03-21,Female,Service,Yes,42,5,6,3,,,0.37
fffe31003800360036003400,2008-05-13,Male,Service,Yes,36,8,6,3,5,6.8,0.47
fffe31003600360034003400,2008-08-09,Female,Product,No,25,8,6,3,5,5.7,0.46
fffe32003600340035003000,2008-11-27,Male,Service,Yes,52,15,12,1,3,5.1,0.3
fffe32003400380032003800,2008-05-21,Female,Product,Yes,43,11,4,1,1,1.1,0.09
fffe31003200330035003400,2008-03-08,Male,Service,No,59,18,8,5,9,9.5,0.84
fffe33003400380036003500,2008-05-27,Female,Product,Yes,57,5,3,3,5,6.2,0.46
fffe32003700320039003900,2008-08-19,Male,Service,No,61,3,11,2,5,7.5,0.53
fffe3200330030003700,2008-09-11,Female,Service,Yes,22,1,0,5,9,8.9,0.88
fffe3700340036003300,2008-05-20,Male,Service,Yes,63,14,9,1,2,5.2,0.41
fffe31003100390037003400,2008-06-28,Male,Service,Yes,34,4,0,3,4,7,0.48
fffe32003500310039003600,2008-03-23,Female,Product,Yes,29,16,0,2,3,3.7,0.24
fffe32003000320032003600,2008-12-27,Female,Product,No,49,6,12,3,6,,0.68
fffe3500350030003100,2008-05-08,Female,Service,Yes,32,14,4,2,3,3.5,
fffe31003100350037003000,2008-04-13,Male,Service,No,59,13,7,2,3,4.4,0.37
fffe31003800390034003400,2008-05-09,Male,Service,No,47,5,2,3,7,6.6,0.59
fffe3500340030003900,2008-05-16,Male,Product,Yes,25,8,8,2,4,6,0.42
fffe32003300310034003600,2008-12-01,Male,Service,No,38,1,5,3,4,6.8,0.49
fffe3600310030003700,2008-10-11,Male,Service,No,52,13,9,3,5,6.3,0.61
fffe31003500390033003500,2008-01-19,Female,Service,No,27,16,10,1,2,5.2,0.4
fffe3200350030003900,2008-02-12,Male,Product,Yes,60,3,6,1,,0,0
fffe31003200360033003200,2008-06-23,Female,Service,No,31,13,6,2,4,5.7,0.51
fffe31003700350031003700,2008-09-22,Male,Service,No,62,9,9,2,6,7.7,0.57
fffe3200390034003800,2008-03-20,Male,Service,Yes,21,6,0,3,6,6.9,0.56
fffe33003100350031003500,2008-10-27,Male,Service,Yes,41,1,11,1,1,2.2,0.09
fffe33003200350037003200,2008-12-19,Male,Service,No,22,16,4,2,4,6.9,0.54
fffe360032003100,2008-04-14,Male,Service,No,59,12,1,4,7,7,0.66
fffe33003300370030003200,2008-01-22,Female,Product,Yes,52,20,3,2,3,4.8,0.44
fffe3400360035003100,2008-12-24,Male,Service,Yes,32,9,5,2,,6.4,0.4
fffe3700370036003400,2008-10-19,Female,Service,Yes,55,6,6,0,1,,0.23
fffe3700320037003600,2008-10-10,Male,Service,No,50,6,1,3,5,6.2,0.47
fffe31003000350031003700,2008-10-30,Female,Product,Yes,23,7,7,2,,5.5,0.43
fffe340036003200,2008-05-24,Female,Product,Yes,29,9,9,3,6,6.4,0.44
fffe32003900390038003800,2008-01-19,Male,Service,Yes,50,13,6,2,4,4.7,0.36
fffe3500320038003200,2008-09-12,Female,Service,No,48,9,11,1,2,2.9,0.11
fffe32003600310032003900,2008-03-07,Male,Service,Yes,48,4,8,3,5,4.5,0.37
fffe31003000360038003900,2008-06-19,Male,Product,No,27,2,10,2,4,7.1,0.51
fffe31003100340037003000,2008-10-25,Female,Service,Yes,43,7,11,1,1,3.7,0.21
fffe33003300350030003300,2008-04-12,Female,Service,Yes,64,16,6,4,9,7.4,0.74
fffe31003100370039003700,2008-05-06,Female,Product,Yes,39,5,8,3,5,5.3,0.36
fffe32003700320030003600,2008-01-04,Male,Service,Yes,52,17,3,4,7,8.2,0.7
fffe32003200390033003000,2008-09-27,Male,Product,No,25,2,2,1,3,2.7,0.18
fffe3100310033003000,2008-10-08,Male,Service,Yes,49,17,7,2,5,6.5,0.49
fffe31003300340033003100,2008-12-18,Female,Product,No,39,19,5,3,6,5.3,0.43
fffe32003500330036003000,2008-08-19,Male,Product,Yes,48,9,5,3,5,6,0.42
fffe33003100340035003900,2008-02-18,Male,Product,Yes,36,8,0,2,6,6.7,0.51
fffe3700350033003100,2008-11-28,Male,Service,No,36,7,3,3,5,7.8,0.62
fffe31003000330032003500,2008-04-13,Male,Service,Yes,53,8,4,3,4,5.4,0.38
fffe31003600340033003300,2008-08-16,Male,Service,No,29,9,4,2,,4.6,0.24
fffe31003200350032003700,2008-06-07,Male,Service,Yes,60,17,7,2,6,7.4,0.68
fffe3600300033003400,2008-04-20,Male,Product,Yes,39,2,12,3,,7.3,0.53
fffe3900310036003000,2008-08-09,Female,Service,Yes,56,12,10,3,6,5.5,0.47
fffe32003400390038003000,2008-03-16,Female,Service,Yes,35,10,5,3,5,6.8,0.48
fffe31003000330034003200,2008-10-01,Male,Product,Yes,50,14,5,3,5,6.6,0.6
fffe31003800300035003700,2008-06-09,Male,Service,Yes,21,17,7,2,6,7.3,0.55
fffe32003500300031003500,2008-04-22,Male,Service,No,26,11,10,4,8,9.1,0.73
fffe32003300320035003600,2008-09-13,Male,Service,No,65,17,11,3,7,6,0.51
fffe31003900330031003800,2008-09-24,Female,Service,Yes,37,10,2,1,2,3.5,0.3
fffe3400360039003000,2008-03-08,Female,Product,No,47,9,9,3,6,6.8,0.54
fffe31003000320030003000,2008-01-29,Male,Product,No,44,4,7,3,6,6.4,0.62
fffe31003000370035003400,2008-04-05,Female,Service,Yes,26,15,2,3,5,6.5,0.43
fffe32003000340034003800,2008-12-28,Male,Service,No,38,14,5,3,4,3.8,0.29
fffe3200350039003100,2008-05-07,Male,Service,Yes,61,14,12,3,7,8.8,
fffe33003400380032003700,2008-08-11,Male,Service,Yes,56,18,1,2,3,6.9,0.5
fffe33003100300039003700,2008-12-30,Female,Service,Yes,32,3,7,1,2,4.8,0.39
fffe31003900300030003700,2008-07-01,Male,Service,Yes,40,20,8,3,5,,0.47
fffe31003200350036003100,2008-07-09,Female,Service,Yes,47,11,5,1,3,5.1,
fffe360030003800,2008-10-11,Male,Product,No,32,18,9,3,7,8.6,0.74
fffe3100300030003900,2008-01-23,Male,Product,Yes,60,2,2,2,1,2.7,0.08
fffe3800390035003700,2008-12-25,Male,Service,No,51,20,4,1,4,6.4,0.51
fffe33003100340039003700,2008-04-11,Male,Service,Yes,22,7,8,2,5,8.2,0.71
fffe33003300320036003300,2008-04-04,Male,Service,Yes,64,16,2,0,1,2.5,0.16
fffe31003400300039003900,2008-03-20,Female,Service,No,21,6,9,0,,2.8,0.11
fffe32003700340030003800,2008-07-23,Female,Product,Yes,22,9,11,3,5,5.5,0.5
fffe32003700380034003800,2008-11-05,Male,Product,No,22,2,1,2,4,5.8,0.4
fffe32003300300033003300,2008-09-20,Male,Product,Yes,49,6,5,1,3,2.8,0.13
fffe33003200310038003600,2008-02-16,Female,Service,No,32,7,7,3,6,8,0.73
fffe31003600350038003600,2008-12-22,Male,Product,No,55,1,3,2,3,,0.5
fffe31003300380038003300,2008-11-26,Female,Product,No,41,4,2,2,3,2.9,0.24
fffe32003000300033003800,2008-07-25,Female,Product,Yes,39,4,0,3,7,7.3,0.55
fffe3700350035003700,2008-10-04,Female,Service,No,28,12,0,3,,5.2,0.39
fffe31003000320033003700,2008-09-23,Female,Product,No,32,4,4,2,5,,0.6
fffe31003500390037003800,2008-03-04,Female,Service,Yes,48,19,5,3,5,,0.48
